NAME,COUNTY,GNIS_MATCH,GNIS_COUNT,GNIS_LAT,GNIS_LON,GNIS_SIMIL,INCORP_YR,YR_1850,YR_1860,YR_1870,YR_1880,YR_1890,YR_1900,YR_1910,YR_1920,YR_1930,YR_1940,YR_1950,YR_1960,YR_1970,YR_1980,YR_1990,YR_2000
Mokelumne Hill,Calaveras,Mokelumne Hill,Calaveras,38.30047090000,-120.70632190000,1.00000000000,0,0,0,0,515,573,0,0,0,0,0,0,0,0,0,0,774
Monona Flat,Placer,Monona Flat,Placer,39.11989840000,-120.83299230000,1.00000000000,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
Monterey,Monterey,Monterey,Monterey,36.60023780000,-121.89467610000,1.00000000000,1889,1,0,0,1,2,2,5,5,9,10,16,23,26,28,32,30
Montezuma,Solano,Montezuma,Solano,38.09047420000,-121.87273670000,1.00000000000,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montezuma,Tuolumne,Montezuma,Tuolumne,37.90464840000,-120.45352960000,1.00000000000,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monticello,Napa,Monticello (historical),Napa,38.57768430000,-122.20719700000,0.96666666667,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
Moore's Flat,Nevada,Moores Flat,Nevada,39.41906310000,-120.85077810000,0.98445595855,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0
Morman Bar,Sutter,Mormon Bar,Mariposa,37.46216070000,-119.94794910000,0.75917378675,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mormon Island,Sacramento,Mormon Island Dam,Sacramento,38.69879190000,-121.11855680000,0.96363636364,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morro,San Luis Obispo,Morro Creek,San Luis Obispo,35.37636300000,-120.86434630000,0.98000000000,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0
Mosquito Canyon,El Dorado,Mosquito Creek,El Dorado,38.78018020000,-120.75826610000,0.86349206349,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Pleasant,Plumas,Mount Pleasant,Plumas,39.96294350000,-121.16690590000,1.00000000000,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
Mount Pleasant,Placer,Mount Pleasant Canyon,Placer,39.05795410000,-120.84493600000,0.96842105263,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
Murphys,Calaveras,Murphys,Calaveras,38.13742020000,-120.45964370000,1.00000000000,0,0,0,0,384,580,0,0,0,0,0,0,0,0,1,2,2
Mystic,Nevada,Mystic,Nevada,39.43740860000,-120.01992080000,1.00000000000,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
Napa,Napa,Napa,Napa,38.34157990000,-122.33997610000,1.00000000000,1872,159,0,0,4,4,4,6,7,6,8,14,22,36,51,62,73
Nashville,El Dorado,Nashville,El Dorado,38.57879520000,-120.84521450000,1.00000000000,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0
National City,San Diego,National City,San Diego,32.67810850000,-117.09919670000,1.00000000000,1887,0,0,0,248,1,1,2,3,7,10,21,33,43,49,54,54
Navarro,Mendocino,Navarro,Mendocino,39.15184260000,-123.54195550000,1.00000000000,0,0,0,315,0,202,0,0,0,0,0,0,0,0,0,0,0
Negro Bar,Sacramento,Negro Bar,Sacramento,38.68018120000,-121.18466960000,1.00000000000,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada City,Nevada,Nevada City,Nevada,39.26156060000,-121.01605940000,1.00000000000,1856,3,0,0,4,3,3,3,2,2,2,3,2,2,2,3,3
New Almaden Hacienda,Santa Clara,New Almaden,Santa Clara,37.17605670000,-121.82078550000,0.94482758621,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0
New Almaden Hill,Santa Clara,New Almaden,Santa Clara,37.17605670000,-121.82078550000,0.96800000000,0,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0
"New England Co., Chase's Ranch & C.",Sutter,Cox Rnach,Shasta,41.03238020000,-121.89332870000,0.77485030375,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newark,Alameda,Newark,Alameda,37.52965930000,-122.04023990000,1.00000000000,1955,0,0,0,179,0,0,0,0,0,0,2,10,27,32,38,42
Newcastle,Placer,Newcastle,Placer,38.87406580000,-121.13328060000,1.00000000000,0,0,0,551,162,335,0,0,0,0,0,0,0,0,0,0,0
Newhall,Los Angeles,Newhall,Los Angeles,34.38471980000,-118.53091900000,1.00000000000,0,0,0,0,61,0,0,0,0,0,0,3,5,10,12,0,0
Newtown,Nevada,Newtown,Nevada,39.25267140000,-121.10328530000,1.00000000000,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newville,Colusa,Newville,Glenn,39.79098900000,-122.52833020000,0.67379679144,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0
Nicassio,Marin,Nicasio,Marin,38.09797730000,-122.79193510000,0.96939873140,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolaus,Sutter,Nicolaus,Sutter,38.90323050000,-121.57773850000,1.00000000000,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0
Niles,Alameda,Niles Canyon,Alameda,37.58049050000,-121.96523770000,0.96250000000,0,0,0,0,136,0,0,0,0,0,0,2,0,0,0,0,0
North Bloomfield,Nevada,North Bloomfield,Nevada,39.36822890000,-120.89939030000,1.00000000000,0,0,0,0,724,497,0,0,0,0,0,0,0,0,0,0,0
North Colombia,Nevada,North Columbia,Nevada,39.37267130000,-120.98717230000,0.98361774701,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0
North San Juan,Nevada,North San Juan,Nevada,39.36933650000,-121.10384340000,1.00000000000,0,0,0,0,656,303,0,0,0,0,0,0,0,0,0,0,0
Notoma,Sacramento,Natoma,Sacramento,38.65490410000,-121.18133620000,0.96555812494,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noyo,Mendocino,Noyo,Mendocino,39.42822390000,-123.80334880000,1.00000000000,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Oakdale,Stanislaus,Oakdale,Stanislaus,37.76659470000,-120.84715450000,1.00000000000,1906,0,0,0,376,1,0,1,2,2,3,4,5,7,8,12,16
Oakland,Alameda,Oakland,Alameda,37.80437220000,-122.27080260000,1.00000000000,1852,0,0,0,35,49,67,150,216,284,302,385,368,362,339,372,399
Occidental,Sonoma,Occidental,Sonoma,38.40741460000,-122.94833070000,1.00000000000,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,1,1
Old Mountain View,Santa Clara,Mountain View,Santa Clara,37.38605170000,-122.08385110000,0.94782608696,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0
Ophir,Butte,Ophir,Placer,38.89100990000,-121.12355820000,0.65972850679,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophir,Placer,Ophir,Placer,38.89100990000,-121.12355820000,1.00000000000,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange,Orange,Orange,Orange,33.78779450000,-117.85311190000,1.00000000000,1888,0,0,0,679,866,1,3,5,8,8,10,26,77,91,111,129
Oregon Bar and Rock Spring,Sutter,Berg,Sutter,39.18072470000,-121.62746750000,0.81358349504,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon Canyon,El Dorado,Oregon Canyon,El Dorado,38.92851080000,-120.85354670000,1.00000000000,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orland,Glenn,Orland,Glenn,39.74738030000,-122.19637480000,1.00000000000,1909,0,0,0,292,440,0,836,2,1,1,2,3,3,4,5,6
Oroville,Butte,Oroville,Butte,39.51377520000,-121.55635900000,1.00000000000,1906,0,0,0,2,2,0,4,3,4,4,5,6,8,9,12,13
Pacheco,Contra Costa,Pacheco,Contra Costa,37.98353320000,-122.07524130000,1.00000000000,0,0,0,0,400,232,0,0,0,0,0,0,2,0,0,3,4
Pajaro,Monterey,Pajaro,Monterey,36.90412010000,-121.74856090000,1.00000000000,0,0,593,761,0,0,0,0,0,0,0,1,1,1,1,3,3
Pala Valley Indian Reservation,San Diego,Pala Reservation,San Diego,33.35930960000,-117.04680940000,0.93548387097,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Ridge,Butte,Paradise,Butte,39.75960610000,-121.62191770000,0.94666666667,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0
Pasadena,Los Angeles,Pasadena,Los Angeles,34.14778490000,-118.14451550000,1.00000000000,1886,0,0,0,391,5,9,30,45,76,82,105,116,113,118,132,134
Penryn,Placer,Penryn,Placer,38.85212170000,-121.16939260000,1.00000000000,0,0,0,0,238,210,0,0,0,0,0,0,0,0,0,0,0
Peru & vicinity,El Dorado,El Prado,Fresno,36.06273300000,-120.15597320000,0.68881610770,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pescadero,San Mateo,Pescadero,San Mateo,37.25494430000,-122.38136270000,1.00000000000,0,0,0,0,238,221,0,0,0,0,0,0,0,0,0,0,0
Petaluma,Sonoma,Petaluma,Sonoma,38.26130450000,-122.53692730000,1.00000000000,1858,0,0,0,3,4,4,6,6,8,8,10,14,25,34,43,55
Pilot Hill & vicinity,El Dorado,Pilot Hill,El Dorado,38.83490010000,-121.01438780000,0.96000000000,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine City,Mono,Pine City Campground,Mono,37.60380000000,-118.99990000000,0.95294117647,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
Pine Grove,Amador,Pine Grove,Amador,38.41296680000,-120.65881960000,1.00000000000,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0
Pine Grove,Shasta,Pine Grove,Shasta,40.66487260000,-122.35334110000,1.00000000000,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0
Pino,Placer,Pine Land,Placer,39.13657370000,-120.15852480000,0.90121456695,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0
Placerville,El Dorado,Placerville,El Dorado,38.72962520000,-120.79854600000,1.00000000000,1854,0,0,0,2,2,2,2,2,2,3,4,4,5,7,8,10
Placerville & Vicinity,El Dorado,Placerville,El Dorado,38.72962520000,-120.79854600000,0.95454545455,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill & vicinity,El Dorado,Pleasant Valley,El Dorado,38.68296000000,-120.66298540000,0.73872180451,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plymouth,Amador,Plymouth,Amador,38.48185310000,-120.84465900000,1.00000000000,1917,0,0,0,740,768,0,0,657,343,460,382,489,501,699,811,980
Point Arena,Mendocino,Point Arena,Mendocino,38.95574240000,-123.74140860000,1.00000000000,1908,0,0,0,198,709,0,497,394,385,374,372,596,424,425,407,474
Porterville,Tulare,Porterville,Tulare,36.06523000000,-119.01676790000,1.00000000000,1902,0,0,0,202,606,0,3,4,5,6,7,8,13,20,30,40
Princeton,Colusa,Princeton,Colusa,39.40321920000,-122.00997500000,1.00000000000,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0
Punta Arenas,Mendocino,Point Arena,Mendocino,38.95574240000,-123.74140860000,0.93669861250,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0
Putah,Yolo,Putah Creek,Yolo,38.54323980000,-121.69746010000,0.97647058824,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy-East Quincy,Plumas,East Quincy,Plumas,39.93405910000,-120.89800830000,0.93333333333,0,0,192,208,432,546,0,0,0,0,0,1,3,3,4,4,2
Rattlesnake Bar and James Point,Sutter,James Brothers Airport,Sutter,38.83613580000,-121.52971810000,0.69905352135,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Bluff,Tehama,Red Bluff,Tehama,40.17848860000,-122.23583020000,1.00000000000,1876,0,0,992,2,3,3,4,3,4,4,5,7,8,9,12,13
Redding,Shasta,Redding,Shasta,40.58653960000,-122.39167540000,1.00000000000,1887,0,0,0,600,2,3,4,3,4,8,10,13,17,42,66,81
Redwood City,San Mateo,Redwood City,San Mateo,37.48521520000,-122.23635480000,1.00000000000,1868,0,0,727,1,2,2,2,4,9,12,26,46,56,55,66,75
Ringold & vicinity,El Dorado,Ringgold Creek,El Dorado,38.70351470000,-120.79299020000,0.82615752084,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Vista,Solano,Rio Vista,Solano,38.15575020000,-121.69134390000,1.00000000000,1894,0,0,319,666,648,682,884,1,1,2,2,3,3,3,3,5
Rocklin,Placer,Rocklin,Placer,38.79073390000,-121.23578280000,1.00000000000,1893,0,0,542,624,1,1,1,643,724,795,1,1,3,7,19,36
Roseville,Placer,Roseville,Placer,38.75212350000,-121.28800590000,1.00000000000,1909,0,0,115,258,345,0,3,4,6,7,9,13,18,24,45,80
Rough and Ready,Nevada,Rough and Ready,Nevada,39.23017150000,-121.13606420000,1.00000000000,0,672,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Round Valley Indian Reservation,Mendocino,Round Valley Reservation,Mendocino,39.89256930000,-123.32892120000,0.95714285714,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento,Sacramento,Sacramento,Sacramento,38.58157190000,-121.49439960000,1.00000000000,1850,7,0,0,21,26,29,45,66,94,106,138,192,257,276,369,407
Saint Louis,Sierra,Saint Louis,Sierra,39.69850460000,-120.92495140000,1.00000000000,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0
Salinas,Monterey,Salinas,Monterey,36.67773720000,-121.65550130000,1.00000000000,1874,0,0,599,2,2,3,4,4,10,12,14,29,59,80,109,151
Salmon Falls,El Dorado,Salmon Falls,El Dorado,38.75906820000,-121.06994460000,1.00000000000,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salt River,Sonoma,Salt Creek,Sonoma,38.49018740000,-122.56887150000,0.78431372549,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,Calaveras,San Andreas,Calaveras,38.19602980000,-120.68048720000,1.00000000000,0,0,0,0,597,462,2,0,0,0,0,1,1,2,2,2,3
San Antonio,Monterey,Lake San Antonio,Monterey,35.85647650000,-120.97637630000,0.96250000000,0,0,281,761,0,0,0,0,0,0,0,0,0,0,0,0,0
San Bernardino,San Bernardino,San Bernardino,San Bernardino,34.08862350000,-117.28059800000,1.00000000000,1869,0,940,0,2,4,6,13,19,37,44,63,92,107,119,164,185
San Diego,San Diego,San Diego,San Diego,32.71532920000,-117.15725510000,1.00000000000,1850,0,731,0,3,16,18,40,74,148,203,334,573,697,876,0,0
San Francisco,San Francisco,San Francisco,San Francisco,37.77492950000,-122.41941550000,1.00000000000,1850,0,0,0,234,299,343,417,507,634,635,775,740,716,679,724,777
San Gregorio,San Mateo,San Gregorio,San Mateo,37.33827500000,-122.29941390000,1.00000000000,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
San Jacinto,Riverside,San Jacinto,Riverside,33.78390840000,-116.95863500000,1.00000000000,1888,0,0,92,0,661,583,898,945,1,1,2,3,4,7,16,24
San Jose,Santa Clara,San Jose,Santa Clara,37.33938570000,-121.89495550000,1.00000000000,1850,0,0,0,13,18,22,29,40,58,68,95,204,460,630,782,895
San Jose Mission,Alameda,Mission San Jose Park,Alameda,37.52771430000,-121.92356970000,0.97272727273,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0
San Juan Bautista,San Benito,San Juan Bautista,San Benito,36.84551080000,-121.53799740000,1.00000000000,1896,0,0,0,484,463,449,326,501,0,678,1,1,1,1,2,2
San Juan Capistrano,Orange,San Juan Capistrano,Orange,33.50169320000,-117.66255090000,1.00000000000,1961,0,0,0,376,0,0,0,0,0,0,0,1,4,19,26,34
San Leandro,Alameda,San Leandro,Alameda,37.70187480000,-122.15413220000,1.00000000000,1872,0,0,426,1,0,2,3,6,11,15,28,66,69,64,68,79
San Lorenzo,Alameda,San Lorenzo,Alameda,37.70993000000,-122.07357400000,1.00000000000,0,0,0,0,158,0,0,0,0,0,0,0,24,25,21,20,22
San Luis Obispo,San Luis Obispo,San Luis Obispo,San Luis Obispo,35.28275240000,-120.65961560000,1.00000000000,1856,0,0,0,2,3,3,5,6,8,9,14,20,28,34,42,44
San Mateo,San Mateo,San Mateo,San Mateo,37.56438080000,-122.35163760000,1.00000000000,1894,0,0,0,932,0,2,4,6,13,19,42,70,79,78,85,92
San Pasqual Indian Reservation,San Diego,San Pasqual Reservation,San Diego,33.21134320000,-116.96111130000,0.95862068966,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0
San Rafael,Marin,San Rafael,Marin,37.97353460000,-122.53108740000,1.00000000000,1874,0,0,841,2,3,4,6,6,8,9,14,20,39,45,48,56
San Ramon,Contra Costa,San Ramon,Contra Costa,37.80353780000,-121.97940430000,1.00000000000,1983,0,0,0,75,0,0,0,0,0,0,0,0,4,22,35,45
Santa Ana,Orange,Santa Ana,Orange,33.74557310000,-117.86783380000,1.00000000000,1886,0,0,0,711,4,5,8,15,30,32,46,100,156,204,294,338
Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,34.42083050000,-119.69819010000,1.00000000000,1850,0,0,0,3,6,7,12,19,34,35,45,59,70,74,86,92
Santa Clara,Santa Clara,Santa Clara,Santa Clara,37.35410800000,-121.95523560000,1.00000000000,1857,0,0,0,2,3,4,4,5,6,7,12,59,86,88,94,102
Santa Cruz,Santa Cruz,Santa Cruz,Santa Cruz,36.97411710000,-122.03079630000,1.00000000000,1866,0,950,0,4,6,6,11,11,14,17,22,26,32,41,49,55
Santa Monica,Los Angeles,Santa Monica,Los Angeles,34.01945430000,-118.49119120000,1.00000000000,1886,0,0,0,417,2,3,8,15,37,54,72,83,88,88,87,84
Santa Paula,Ventura,Santa Paula,Ventura,34.35416590000,-119.05927050000,1.00000000000,1902,0,0,0,188,1,0,2,4,7,9,11,13,18,21,25,29
Santa Rosa,Sonoma,Santa Rosa,Sonoma,38.44046750000,-122.71443140000,1.00000000000,1868,0,0,0,4,5,7,8,9,11,13,18,31,50,83,113,148
Saratoga,Santa Clara,Saratoga,Santa Clara,37.26383240000,-122.02301460000,1.00000000000,1956,0,0,0,297,0,0,0,0,0,0,1,15,27,29,28,30
Sausalito,Marin,Sausalito,Marin,37.85909380000,-122.48525070000,1.00000000000,1893,0,0,0,476,1,2,2,3,4,4,5,5,6,7,7,7
Sawyers Bar,Klamath,Sawyers Bar,Siskiyou,41.29735870000,-123.13032030000,0.75428571429,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0
Sawyers Bar,Siskiyou,Sawyers Bar,Siskiyou,41.29735870000,-123.13032030000,1.00000000000,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastopol,Nevada,Sebastopol,Nevada,39.36266980000,-121.12106610000,1.00000000000,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0
Sebastopol,Sonoma,Sebastopol,Sonoma,38.40213590000,-122.82388060000,1.00000000000,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0
Shasta,Siskiyou,Shasta Springs,Siskiyou,41.24682040000,-122.26111930000,0.93333333333,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
Shaws Flat,Tuolumne,Shaws Flat,Tuolumne,38.00770160000,-120.40936140000,1.00000000000,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0
Sheridan,Placer,Sheridan,Placer,38.97961790000,-121.37551140000,1.00000000000,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0
Shingle Springs,El Dorado,Shingle Springs,El Dorado,38.66573750000,-120.92605090000,1.00000000000,0,0,0,0,126,0,0,0,0,0,0,0,0,0,1,2,3
Sierra Butte Mines,Sierra,Sierra Buttes Mine,Sierra,39.57489940000,-120.64271660000,0.96731000577,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0
Sierra City,Sierra,Sierra City,Sierra,39.56573290000,-120.63382730000,1.00000000000,0,0,0,0,401,632,0,0,0,0,0,0,0,0,0,0,0
Sierra Valley,Sierra,Sierraville,Sierra,39.58962560000,-120.36743010000,0.88128055425,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0
Sierraville,Sierra,Sierraville,Sierra,39.58962560000,-120.36743010000,1.00000000000,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0
Silver Mountain,Alpine,Silver Mountain (historical),Alpine,38.60518490000,-119.76934380000,0.96666666667,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
Silveyville,Solano,Silveyville Cemetery,Solano,38.43768650000,-121.82385130000,0.95238095238,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0
Slate Creek,El Dorado,Slate Creek,El Dorado,38.57851740000,-120.91049460000,1.00000000000,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smartville,Yuba,Smartsville,Yuba,39.20739320000,-121.29857010000,0.98150408645,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0
Smith's Bar and Long Bar,Sutter,Long Bridge,Sutter,39.14822510000,-121.83830390000,0.84212237895,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smith's Flat,El Dorado,Smith Flat School,El Dorado,38.73573630000,-120.75298860000,0.97627635090,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0
Snelling,Merced,Snelling,Merced,37.51910280000,-120.43741510000,1.00000000000,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0
Soledad,Monterey,Soledad,Monterey,36.42468700000,-121.32631870000,1.00000000000,1921,0,0,265,136,217,0,0,0,594,861,2,3,4,3,7,11
Sonoma,Sonoma,Sonoma,Sonoma,38.29185900000,-122.45803560000,1.00000000000,1900,0,597,0,0,757,652,957,801,980,1,2,3,4,6,8,9
Sonora,Tuolumne,Sonora,Tuolumne,37.98409110000,-120.38213810000,1.00000000000,1851,0,0,0,1,1,2,2,2,2,2,2,3,3,3,4,4
Soquel,Santa Cruz,Soquel,Santa Cruz,36.98800570000,-121.95662670000,1.00000000000,0,0,0,0,328,3,3,0,0,0,0,0,0,6,6,9,5
Soscol,Napa,Suscol,Napa,38.24380500000,-122.28497300000,0.96680682393,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0
South Fork of American River,El Dorado,South Fork American River,El Dorado,36.77328420000,-121.03991350000,0.98125000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spanish Canyon,El Dorado,Spanish Creek,El Dorado,38.57435070000,-120.78076770000,0.85588235294,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spanishtown,San Mateo,Spanish Ranch Creek,San Mateo,37.34799670000,-122.26913470000,0.88782114050,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0
Spring Valley,Colusa,Spring Valley,Colusa,39.09989280000,-122.21941910000,1.00000000000,0,0,283,850,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring Valley,San Diego,Spring Valley,San Diego,32.69060880000,-117.01280440000,1.00000000000,0,0,283,850,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,Tuolumne,Springfield,Tuolumne,38.02075670000,-120.41241730000,1.00000000000,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
Springville,Humboldt,Springville,Tulare,36.13022650000,-118.81814950000,0.65972850679,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,1
St. Helena,Napa,KVYN-FM (St. Helena),Napa,38.42602180000,-122.32692090000,0.91904761905,0,0,0,0,1,2,2,2,1,2,2,2,3,3,5,5,6
State Insane Asylum,Napa,Asylum,Mendocino,39.13350460000,-123.20056060000,0.66000000000,1956,0,0,0,877,0,0,0,0,0,0,0,0,0,0,0,0
Stockton,San Joaquin,Stockton,San Joaquin,37.95770160000,-121.29077960000,1.00000000000,0,0,0,0,10,14,18,23,40,48,55,71,86,110,148,211,244
Stockton Homestead,San Joaquin,Stockton,San Joaquin,37.95770160000,-121.29077960000,0.92380952381,1850,0,0,0,367,656,0,0,0,0,0,0,0,0,0,0,0
Stoney Creek,Tehama,Lower Stony Creek Recreation Area,Tehama,39.81904560000,-122.32526910000,0.86917830561,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
Sucker Flat,Placer,Succor Flat,Placer,39.12045450000,-120.80465760000,0.90341033348,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
Suisun City,Solano,Suisun,Solano,38.26213600000,-122.07996760000,0.95555555556,0,0,0,462,554,499,625,641,769,905,706,946,2,3,11,23,26
Summit,Placer,Summit Valley,Placer,39.31323800000,-120.35909090000,0.94285714286,1868,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
Sumner,Kern,Sumner Ridge,Lake,39.26266480000,-122.84443860000,0.68666666667,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0
Sunnysouth,Placer,Sunny South,Placer,39.09684490000,-120.71243080000,0.93457851240,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0
Sutter Creek,Amador,Sutter Creek,Amador,38.35963550000,-120.99299720000,1.00000000000,0,0,0,0,1,1,0,0,920,0,1,1,1,2,2,2,2
Sweetland,Nevada,Sweetland,Nevada,39.34294790000,-121.12023240000,1.00000000000,1913,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0
Tahoe City,Placer,Tahoe City,Placer,39.17212910000,-120.13880310000,1.00000000000,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0
Taylorsville,Plumas,Taylorsville,Plumas,40.07544770000,-120.83967520000,1.00000000000,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,154
Tehachapi,Kern,Tehachapi,Kern,35.13218780000,-118.44897390000,1.00000000000,0,0,0,0,255,0,0,385,458,736,1,2,3,4,4,6,11
Tehama,Tehama,Tehama,Tehama,40.02710150000,-122.12332280000,1.00000000000,1909,0,0,0,328,0,0,221,196,190,175,314,261,317,365,401,432
Temecula,Riverside,Temecula,Riverside,33.48780600000,-117.14114240000,1.00000000000,1906,0,839,0,0,0,0,0,0,0,0,0,0,0,2,27,58
Ten-Mile River,Mendocino,Ten Mile River,Mendocino,39.55266270000,-123.76696040000,1.00000000000,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas Diggings,Placer,Texas Hill,Placer,39.23573460000,-120.64326520000,0.70000000000,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
Timbuctoo,Yuba,Timbuctoo,Yuba,39.21683730000,-121.31857090000,1.00000000000,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
Toadtown,Butte,Toadtown,Butte,39.88793860000,-121.59052930000,1.00000000000,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
Todd's Valley,Placer,Todd Valley,Placer,38.99795430000,-120.85160170000,0.94782608696,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0
Toome's Grant,Tehama,Grant,Sonoma,38.59018810000,-122.84777090000,0.83994985623,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Towles,Placer,Towle,Placer,39.20406550000,-120.79910390000,0.97300526399,1921,0,0,0,225,317,0,0,0,0,0,0,0,0,0,0,0
Trinidad,Humboldt,Trinidad,Humboldt,41.05929100000,-124.14312460000,1.00000000000,0,0,166,160,104,0,0,0,0,107,94,188,289,300,379,362,311
Trinity Centre,Trinity,Trinity Center,Trinity,40.98320110000,-122.69974410000,0.97424288420,1870,0,240,160,0,0,0,0,0,0,0,0,0,0,0,0,0
